target_clean,month,window_n,rolling_ic,rolling_ic_p_value,rolling_ic_sig_5pct,rolling_rank_ic,rolling_rank_ic_p_value,rolling_rank_ic_sig_5pct,signal_type
中债-新综合全价(5-7年)指数,2023-08,33,0.0012029768036718735,0.5026505949122237,False,0.23663101604278075,0.9075551706620478,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-09,33,0.020512103695947213,0.5451041777724059,False,0.26938502673796794,0.9352420123193568,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-10,33,0.0029228596576952376,0.5064399007632039,False,0.24030748663101606,0.9110211718672137,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-11,33,-0.017643948657468957,0.46118212146975895,False,0.2252673796791444,0.8962448848615127,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-12,33,0.009507072299465652,0.5209385326812521,False,0.2466577540106952,0.9167894615334726,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-01,33,-0.0014067784885305724,0.49690036390783293,False,0.20655080213903745,0.8756026674623044,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-03,32,-0.020508337608027227,0.4556461988764232,False,0.1983137829912023,0.8617135986805942,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-05,31,-0.07911200980374468,0.33613300041779137,False,0.15725806451612906,0.8009082455593909,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-06,31,0.21567601037815082,0.8780436979063757,False,0.25766129032258067,0.919153839282372,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-07,31,0.21787715304718924,0.8804917322285482,False,0.25000000000000006,0.9125130480658077,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-08,31,0.2126411495573204,0.8746140853568244,False,0.22298387096774194,0.8860440967821063,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-09,31,0.17458025836059132,0.8262162902897656,False,0.18387096774193548,0.8389509333790431,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2024-11,30,0.15366994896353411,0.7912462057602336,False,0.18442714126807563,0.835375884469121,False,ic_signal_vs_lag1_actual
