month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
2010-06,,3.989091320581884,,1.5059003112667086,1.9199321331125347,1.3212777153124673,0.1489098002383597,1.3479141189035326,1.346528195435441,,1.5599236078519978,-0.5852019475697681
2010-07,3.4700742859276463,1.930008854585626,,1.5059003112667086,1.7445777938340434,1.3212777153124673,0.013065620709740081,1.1044682978080673,1.1896838260466949,,1.5599236078519978,-0.49707562860144044
2010-08,,0.8403624565646021,,1.5059003112667086,1.7031326651934162,1.3212777153124673,2.095604124084893,1.5913599399989975,0.8476759650184568,,1.5599236078519978,-1.4299383996076735
2010-09,,1.3541907753398321,,1.5059003112667086,1.8585518975957684,1.3212777153124673,0.3264939979416908,1.8348057610944628,0.7343994760154736,,1.5599236078519978,-0.8148800990280949
2010-10,2.8400854663808417,3.7435002869829948,,1.5059003112667086,0.5924032176246069,1.3212777153124673,0.15857002666820752,1.9565286716421955,0.7365778700347617,,1.5599236078519978,-0.6282899545816722
2010-11,,5.174980048440657,,1.5059003112667086,0.5488858325519481,1.3212777153124673,1.2696233704367044,2.9303119560240565,0.8912438454042197,,1.5599236078519978,-1.2777126336794478
2010-12,,5.398371160859867,,1.5059003112667086,-0.3721648031519505,1.3212777153124673,1.3211456235307084,3.052034866571789,1.1134400353716098,,1.5599236078519978,0.008173543044603543
2011-01,2.8400854663808417,4.174583922446657,,1.5059003112667086,,1.3212777153124673,0.40749973734142897,3.052034866571789,1.0851209131208641,,1.5599236078519978,1.3993823919204937
2011-02,,3.0747322633198344,,2.7150055442960443,,2.4694751286117635,,3.5389265087627195,1.2310733124131694,,1.5599236078519978,2.500396845465808
2011-03,,2.2958934332193035,,3.360076692294356,2.092716874415312,0.7254216916147267,1.3864088359372453,3.592484589403721,1.3683121356283225,,1.5599236078519978,-0.03146447885172247
2011-04,2.997582671267543,2.7798797480041717,,1.5059003112667086,1.5933030742957541,1.3212777153124673,0.13528295708043994,3.052034866571789,1.3857392877826276,,1.5599236078519978,-0.563017195102239
2011-05,,3.0547267302633885,,1.5059003112667086,1.1415511721129175,1.3212777153124673,1.4976388539881533,3.052034866571789,1.2789979808375087,,1.5599236078519978,0.5834750567398796
2011-06,,1.756362587371525,,1.5059003112667086,1.0503718891035374,1.3212777153124673,0.4611748518212376,3.052034866571789,1.2724627987796442,,1.5599236078519978,2.0934227818668627
2011-07,2.8400854663808417,0.519864391505395,,1.5059003112667086,1.5083405605824682,1.3212777153124673,-0.48625181949575336,3.052034866571789,1.344349801416153,,1.5599236078519978,3.1501003978825977
2011-08,,0.25280226361450714,,1.5059003112667086,1.2617420451707364,1.3212777153124673,2.2986420871854087,3.052034866571789,1.4358423502262547,,1.5599236078519978,1.6356123701290814
2011-09,,0.4140944666196753,,1.5059003112667086,0.6980882956582063,1.3212777153124673,0.6887646730080653,3.052034866571789,1.3726689236668987,,1.5599236078519978,1.576852317989623
2011-10,2.367593851720738,0.6881872836425078,,1.5059003112667086,1.3363432767238654,1.3212777153124673,0.3168877157561416,3.052034866571789,1.2136461602588644,,1.5599236078519978,1.7359640443897564
2011-11,,0.12196238906984483,,1.5059003112667086,1.1664182492972937,1.3212777153124673,1.6694076146501526,3.052034866571789,0.8825302693270671,,1.5599236078519978,1.1657181074485734
2011-12,,-1.887375231721313,,1.5059003112667086,0.8680133230847779,1.3212777153124673,1.0252647533203745,2.7172968625655236,0.38585643292937116,,1.5599236078519978,0.9958814574823249
2012-01,1.8951022370606334,-0.05584946679403609,,1.5059003112667086,,1.3212777153124673,-0.15447164711162994,2.528626351216539,0.16148184894269269,,1.5599236078519978,2.5369802388088285
2012-02,,0.2544433371593806,,-1.5182738644428786,,1.0348209493133615,,3.052034866571789,-0.04764397690896876,,1.5599236078519978,1.5268941331644434
2012-03,,0.8857489701390724,1.8359731651314861,5.940361284287605,3.559874428293515,1.7310517191878134,0.9055786426987639,1.4696370294512653,-0.20013155825913856,,1.5599236078519978,0.8690289643550869
2012-04,1.4226106224005297,2.4273436322341184,1.565101909750718,1.5059003112667086,0.2670589577956832,1.3212777153124673,-0.2509149921213297,1.9565286716421955,-0.27637534893422344,,1.5599236078519978,0.8994848904960495
2012-05,,3.524774884623471,1.292054981635965,1.1023276743002643,-0.4105688954785716,1.2413432496441565,0.8120412712459943,1.7130828505467302,-0.35915432166717276,,0.8891473872948444,0.8317192803197928
2012-06,,-0.12383003006878034,0.9113122531890988,1.2232785145499474,-0.10594719996996164,1.1811551544836165,-0.01829912972026643,1.2261912083558,-0.5116419030173426,,0.8891473872948444,-0.4025116036452713
2012-07,1.1076162126271276,-0.3027198786247329,1.565101909750718,1.1829615678000531,-0.3040619605440286,1.1614083620178073,-0.10480129928401248,0.2524079239739395,-0.6597726963289362,,0.9626812856238465,1.1454159428774138
2012-08,,-0.45226996792560836,0.9657040715386517,1.0620107275503692,-0.25005315560728175,1.0348209493133615,2.0302994457774135,-0.23448371821699093,-0.8318658238526992,,0.9626812856238465,0.6913197168044818
2012-09,,-1.5836101894106422,1.3464467999855179,0.9410598873006861,-0.44372499839107343,1.0559188514307691,0.1523852113111164,0.00896210287847415,-0.9647478590292757,,0.9626812856238465,0.6795191443500286
2012-10,0.9501190077404261,-0.9569812566177646,-0.013348658753284592,1.0620107275503692,-0.5804939229051432,1.2668978726048454,0.154810399346601,-0.11276080766925853,-0.9799966171642926,,0.9626812856238465,0.6969964828150071
2012-11,,-0.11306168811019646,0.9657040715386517,1.2232785145499474,0.06812234032067262,1.3212777153124673,1.2205591419521626,-0.35620662876472364,-0.8079034896405296,,0.9626812856238465,0.4695612225112303
2012-12,,-0.007182614281007679,0.8569204348395498,1.42486324829942,0.3851775744214708,1.3212777153124673,0.9715024021278671,0.00896210287847415,-0.6859134245603938,,0.9626812856238465,0.2424006074465645
2013-01,1.4226106224005297,0.29668664897602587,1.1288795265873104,1.5054971417992093,,1.3212777153124673,0.3462449871516668,0.617576655617137,-0.6292751800589022,,0.9626812856238465,0.7630417832003222
2013-02,,0.13693129856935998,1.2376631632864121,4.488951201291402,,,,0.04608759059553255,-0.563923359480258,,0.9626812856238465,0.4363488431786871
