month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,社零,固投累计同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
1992-10,1.9703035059034357,,,0.9565259062777719,-1.2817851119185828,1.9403537825012533,2.068599275470592,,,
1992-11,,,,1.1523562183367935,-1.2817851119185828,2.0989030629979917,2.2494851254912476,,,
1992-12,,,,1.3484041196314362,-1.2817851119185828,2.166754796847168,2.385149513006739,,,
1993-01,1.9703035059034357,,,1.3484041196314362,-1.2817851119185828,2.977757407544984,2.431275404762007,,,
1993-02,,,,-1.0452950614366734,,,3.3348002256151816,,,
1993-03,,,,3.154177186051238,-4.976417172251515,9.471670106704288,3.4252431506255094,,,
1993-04,2.274094795359913,,,1.3484041196314362,-1.2817851119185828,8.942898980544445,2.431275404762007,,,
1993-05,,,,1.3484041196314362,-1.2817851119185828,8.825572602967325,2.431275404762007,,,
1993-06,,,,1.3484041196314362,-1.2817851119185828,9.151172373617948,2.431275404762007,,,
1993-07,1.4929171939004007,,,1.3484041196314362,-1.2817851119185828,9.012053493469015,2.431275404762007,,,
1993-08,,,,1.3484041196314362,-1.2817851119185828,9.204000650457507,2.431275404762007,,,
1993-09,,,,1.3264276068337018,-1.2817851119185828,8.666892930698257,2.431275404762007,,,
1993-10,1.2759234157172028,,,0.6083831292839551,-1.2817851119185828,8.176836067913232,2.431275404762007,,,
1993-11,,,,0.04265111666900333,-1.2817851119185828,7.866476905897791,2.431275404762007,,,
1993-12,,,,0.6083831292839551,-1.2817851119185828,7.652983574239659,2.431275404762007,,,
1994-01,1.7967084833568774,,,1.3484041196314362,-1.2817851119185828,9.706593557594749,2.431275404762007,,,
1994-02,,,,3.154177186051238,,,8.218718176172885,,,
1994-03,,,,-2.13324123954235,-4.976417172251515,3.6572054195532724,9.168368888781327,,,
1994-04,1.7967084833568774,,,0.6083831292839551,-1.2817851119185828,1.2528005233447124,2.431275404762007,,,
