month,中债-新综合财富(3-5年)指数,中债-新综合净价(3-5年)指数,中债-新综合全价(3-5年)指数,中债-综合财富(3-5年)指数,中债-综合净价(3-5年)指数,中债-综合全价(3-5年)指数,中债-新综合财富(5-7年)指数,中债-新综合净价(5-7年)指数,中债-新综合全价(5-7年)指数,中债-综合财富(5-7年)指数,中债-综合净价(5-7年)指数,中债-综合全价(5-7年)指数
2006-09,0.002898180326117439,0.002917432858635216,0.003003552735063586,0.003014537522524341,0.005261450740051465,0.005286109166086073,0.00938389243892268,0.009409635561443697,0.006978629784572199,0.0069775788437069775,0.0042685773906627755,0.0042684015426524
2006-10,0.0024717141531767073,0.0025527893152934578,-0.00028777117363332216,-0.0005161895370793257,0.005137963359214348,0.005186200109442041,0.004590836455437897,0.004392694132723252,0.001942382792533115,0.0017888774939400776,0.0015296970740596993,0.002049147032989973
2006-11,-0.002708904929154321,-0.002470872972321403,-0.0035054436284287505,-0.003341036734993308,-0.0001757120350073249,5.232871208904477e-05,-0.003122039409377275,-0.0029267666645277357,-0.00562830633845246,-0.005427817491939213,-0.005760795641243099,-0.005569263844232286
2006-12,-0.00305778730107209,-0.0030579427426583594,-0.0033917593527836853,-0.0033929168139708032,-0.0005415923490997843,-0.0005426709877793812,0.004988950225311539,0.0049981319690717285,0.002680564296408061,0.0026804712560881683,0.0032203736671043703,0.0032208127036987833
2007-01,-0.0009448189762796266,-0.0012802129763503922,0.0003734976204117224,-3.20717785842195e-05,0.0019105491053388324,0.0015824535122614947,0.0011149192371517902,0.0010204361678505247,-0.0017611484988329096,-0.001672031099778426,0.0008944432473845243,0.001020123294376729
2007-02,-0.0016524976407172876,-0.0015046548385743153,0.0006300419152884817,0.000726011726984499,0.0008336384945231146,0.0009299298295017966,-0.0007613323148917273,-0.0006987057742506853,-0.0030149537017147843,-0.003003011775428499,-0.003466458213534973,-0.003502324217612096
2007-03,-0.001919589526270915,-0.0020462523064115334,-0.00045474376452037113,-0.0005856324830817439,0.0006660180718525144,0.0005416041252883641,-0.0008994567414657428,-0.0008338785829551387,-0.0033795561823061204,-0.0033138487232452496,-0.001165586211134273,-0.0011194687890567767
2007-04,-0.005733726350259927,-0.0058816274842256044,-0.005612030139508506,-0.005756749166466624,-0.0029908740429203107,-0.0031350575027128125,-0.007166254774582881,-0.007293998219352393,-0.009861558884885269,-0.009973620567334085,-0.009227912127206861,-0.009344798999025183
2007-05,-0.007418626686269469,-0.007404105188521748,-0.008240216636849818,-0.00827559379120324,-0.004618073101604336,-0.0046084350322135315,-0.009534054094937239,-0.009372663539651493,-0.01233758049646061,-0.012162555403567699,-0.014236622484045114,-0.014127629074672243
2007-06,-0.011156214450621982,-0.011151913963110771,-0.010536422071975693,-0.010530600337846474,-0.00843429442691368,-0.008446765693031821,-0.013117257763448187,-0.013121667335103337,-0.01582261628321746,-0.015822233088115922,-0.014115474859455523,-0.01411590406922758
2007-07,0.0019893224275284727,0.0019883657483190653,0.003684030157642182,0.003681359234325221,0.00483050426628906,0.004836059963036599,0.004425090702752987,0.004424900158956913,0.0016069849735673714,0.0016075582727148596,0.0024478240122352,0.00244845245248837
2007-08,0.0025260920063860937,0.0025300073018450497,0.0003335020694994473,0.00033244911791818765,0.005281024099465181,0.00528537805737872,0.010355332208609624,0.010357528499421731,0.007694832464874457,0.007694543887360794,0.008934848898281,0.008935849566776843
