train_window,forecast_year,calendar_year,month,information_date,target_quarter_end,months_before_quarter_end,latest_released_monthly_period,latest_released_gdp_quarter_end,bridge_gdp_raw,actual_gdp_raw,bridge_nowcast_error_raw,bridge_abs_error_raw,bridge_squared_error_raw,model_loading_gdp_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
200801_201712,2018,2018,2018-03,2018-03-31,2018-03,0,2018-03,2018-01,6.667192400348677,6.9,-0.2328075996513234,0.2328075996513234,0.0541993784554109,6.547137064613207,14.271760669405833,25.032924547254822,-1.4857034831616152
200801_201712,2018,2018,2018-04,2018-04-30,2018-06,2,2018-04,2018-04,6.114398255105746,6.9,-0.7856017448942545,0.7856017448942545,0.6171701015808974,5.989659250020769,-2.466631870503001,25.50594466678931,0.116838212378857
200801_201712,2018,2018,2018-05,2018-05-31,2018-06,1,2018-05,2018-04,6.839418552420735,6.9,-0.0605814475792652,0.0605814475792652,0.0036701117907992,6.713288082785069,24.024716037211803,26.562606609018395,-2.8064052515024014
200801_201712,2018,2018,2018-06,2018-06-30,2018-06,0,2018-06,2018-04,7.311531460201548,6.9,0.411531460201548,0.411531460201548,0.1693581427356183,7.186520278219056,40.05524013574209,26.799853045829657,-3.879119700087655
200801_201712,2018,2018,2018-07,2018-07-31,2018-09,2,2018-07,2018-07,6.330288403894591,6.7,-0.3697115961054091,0.3697115961054091,0.1366866642948092,6.200750018494066,8.062880080361964,26.796643927910903,-3.890379086319114
200801_201712,2018,2018,2018-08,2018-08-31,2018-09,1,2018-08,2018-07,6.6692133821332815,6.7,-0.0307866178667186,0.0307866178667186,0.0009478158396713,6.541549187109381,18.92615592667329,26.728643926363524,-2.718402416017454
200801_201712,2018,2018,2018-09,2018-09-30,2018-09,0,2018-09,2018-07,6.970076813219411,6.7,0.2700768132194104,0.2700768132194104,0.0729414850387523,6.843684566847434,28.805443097238037,26.755483198986823,-2.135256237266548
200801_201712,2018,2018,2018-10,2018-10-31,2018-12,2,2018-10,2018-10,6.185423592786711,6.5,-0.3145764072132895,0.3145764072132895,0.0989583159752213,6.056929535008242,2.308147612507682,26.41494521277181,0.2092881222217972
200801_201712,2018,2018,2018-11,2018-11-30,2018-12,1,2018-11,2018-10,6.4692666591888806,6.5,-0.0307333408111194,0.0307333408111194,0.0009445382374124,6.341448121962045,11.944440678355877,26.557007023183616,-0.2600950921446578
200801_201712,2018,2018,2018-12,2018-12-31,2018-12,0,2018-12,2018-10,6.574186206940335,6.5,0.0741862069403351,0.0741862069403351,0.0055035933001942,6.446342084261288,15.67219950928753,26.67079352408512,-1.3541691163896217
200901_201812,2019,2019,2019-01,2019-01-31,2019-03,2,2019-01,2019-01,6.149439028404915,6.4,-0.2505609715950854,0.2505609715950854,0.0627808004866731,6.156830940585734,-228.13035917268823,387.7120701460408,11.25727588078996
200901_201812,2019,2019,2019-02,2019-02-28,2019-03,1,2019-02,2019-01,6.199477651811906,6.4,-0.2005223481880946,0.2005223481880946,0.0402092121228674,6.208130089606197,-221.9022597393896,379.0002913734984,9.598518571400223
